,,,,,Society for Computer Technology and Researchâ€™s,,,,,,,,,,,,
MiniOrange
MiniOrange
MiniOrange
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NTT Data
NTT Data
OneXtel
OneXtel
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
PhonePe
PlanetSpark
PlanetSpark
PlanetSpark
Platform9
Platform9
Platform9
Platform9
Platform9
Product Dossier
Product Dossier
Product Dossier
Product Dossier
Product Dossier
Product Dossier
PTC Software
PTC Software
PTC Software
Publicis Sapient
Publicis Sapient
Publicis Sapient
Pubmatic
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Rackware
Rackware
Rackware
Rackware
Rackware
Rackware
RBL Bank
RBL Bank
RBL Bank
RBL Bank
RedPanda
RedPanda
RedPanda
Reliance (jio)
RIA Advisory
RIA Advisory
RIA Advisory
RIA Advisory
RIA Advisory
RIA Advisory
Ryussi technologies
Sagitec
Sagitec
SalesForce
SalesForce
Schlumberger
Schlumberger
Screen Magic
Screen Magic
Screen Magic
Screen Magic
SE2
SE2
SE2
SE2
Sell.Do
Sell.Do
Sell.Do
Siemens
Siemens
Siemens
Siemens
Siemens
Siemens
Siemens
Sophos
Sophos
Sophos
Sophos
Sophos
Sophos
Sophos
Sophos
Symbal.ai
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TIBCO
TIBCO
Tracelink
Tracelink
Tracelink
Tracelink
Tracelink
UBS
UBS
UBS
UBS
UBS
UBS
UdChalo
UdChalo
UdChalo
UdChalo
Valuence Japan
Valuence Japan
Veritas
Veritas
Vertical Fox
Vertical Fox
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
ZocDoc
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
Company Placed,,,,,,
,,Company Placed at,,,,
at,,,,,,
3EA,,3EA,1,Trilogy Innovations,0,#N/A
64Squares,,64Squares,1,Deutsche Bank,13,13
Accenture,,Accenture,25,ZS Associates,24,29
Accenture,,Acquia,9,ZS Associates,5,29
Accenture,,ADP,1,Rakuten,0,#N/A
Accenture,,Agiliad,12,Icertis,6,6
Accenture,,AlefEdge,7,Espressif Systems,3,3
Accenture,,Aligned Automation,2,Avaya,5,5
Accenture,,Altizon Inc.,3,FinIQ,1,8
Accenture,,Amdocs,30,FinIQ,7,8
Accenture,,Amura,2,Mastercard,14,14
Accenture,,Apisero,12,ION Group,5,5
Accenture,,Arista,2,PubMatic,1,1
Accenture,,Atos,6,UBS,3,6
Accenture,,Avaya,5,UBS,3,6
Accenture,,Barclays,34,Veritas Technologies,2,2
Accenture,,BizAmica,2,Deqode,2,2
Accenture,,Buddi.AI,2,Barclays,33,34
Accenture,,CakeSoft,9,Barclays,1,34
Accenture,,Capgemini,6,Persistent,4,19
Accenture,,Cloudwerx,2,Persistent,1,19
Accenture,,CLSA,1,L & T Infotech,1,31
Accenture,,CodeVita Live,1,L & T Infotech,3,31
Accenture,,Cognizant,27,L & T Infotech,5,31
Accenture,,CrowdStrike,1,L & T Infotech,22,31
Accenture,,Deqode,2,Amdocs,30,30
Accenture,,Deutsche Bank,13,IDeaS A SAS,2,2
Acquia,,ElasticRun,3,RackWare Technologies,6,6
Acquia,,Endurance,1,Accenture,2,25
Acquia,,EnthrallTech,3,Sedemac Mechatronics,1,1
Acquia,,eQ technologic,16,Avalara Technologies,0,6
Acquia,,Espressif,3,Siemens,7,7
Acquia,,Eumentis,2,TCS Digital,29,7
Acquia,,e-Zest solutions,1,udChalo,4,4
Acquia,,FinIQ,8,Quantiphi,9,9
Acquia,,FlexTrade,2,PhonePe,1,1
ADP,,Flo Group,4,Cognizant,1,27
Agiliad,,Goldman Sachs,3,Arista Networks,2,2
Agiliad,,Helpshift,5,NICE Systems,12,12
Agiliad,,Hexaware,3,CrowdStrike,1,1
Agiliad,,HSBC,33,CakeSoft Technologies,9,9
Agiliad,,Icertis,6,Sophos,8,8
Agiliad,,IdeaS - A SAS Company,2,Purplle.com,0,1
Agiliad,,IDFC First Bank,1,Valuence Holdings,2,#N/A
Agiliad,,Infogen Labs,5,AlefEdge,7,7
Agiliad,,Infosys,3,Infogen Labs,5,5
Agiliad,,ION,5,Kylas,4,4
Agiliad,,iQ Digital,1,bizAmica Software,2,2
Agiliad,,JISA Softech,1,Hitachi Vantara,0,3
AlefEdge,,Jombay,1,Salesforce,2,2
AlefEdge,,K12 Techno Services,6,Hexaware Technologies,3,3
AlefEdge,,Kylas,4,Medly Pharmacy,3,3
AlefEdge,,L & T Infotech,31,HSBC,33,33
AlefEdge,,MasterCard,14,eQ Technologic,12,16
AlefEdge,,Medly Pharmacy,3,eQ Technologic,4,16
AlefEdge,,Mindstix Software Labs,3,Acquia,9,9
Aligned,,,,,,
,,MiniOrange,,Ciena,,
Automation,,,20,,0,6
Aligned,,,,,,
,,NICE Systems,,Platform9 Systems,,
Automation,,,12,,5,5
Altizon Inc.,,NTT Data,2,Apisero,12,12
Altizon Inc.,,OneXtel,2,Sell.do,3,3
Altizon Inc.,,Persistent,19,IDFC FIRST Bank,1,1
Amdocs,,PhonePe,1,RBL Bank,4,4
Amdocs,,PlanetSpark,3,McKinley & Rice,0,14
Amdocs,,Platform9,5,miniOrange,20,20
Amdocs,,Product Dossier,6,Tracelink,5,5
Amdocs,,PTC Software,3,Jaro Education,0,1
Amdocs,,Publicis Sapient,3,Red Panda,3,4
Amdocs,,Pubmatic,1,Schlumberger,2,2
Amdocs,,Quantiphi,9,Delhivery,0,1
Amdocs,,Rackware,6,ElasticRun,1,3
Amdocs,,RBL Bank,4,ElasticRun,2,3
Amdocs,,RedPanda,3,Helpshift Technologies,5,5
Amdocs,,Reliance (jio),1,BUDDI.AI,2,2
Amdocs,,RIA Advisory,6,Goldman Sachs,3,3
Amdocs,,Ryussi technologies,1,Codevita Live,1,1
Amdocs,,Sagitec,2,FlexTrade,2,2
Amdocs,,SalesForce,2,ADP,1,1
Amdocs,,Schlumberger,2,EPIKInDiFi,0,3
Amdocs,,Screen Magic,4,Vertical Fox,2,2
Amdocs,,SE2,4,Wednesday Solutions,3,3
Amdocs,,Sedemac Mechatronics,1,SE2,4,4
Amdocs,,Sell.Do,3,Altizon Inc.,3,3
Amdocs,,Siemens,7,Uolo.com,0,4
Amdocs,,Sophos,8,K12 Techno Services,7,6
Amdocs,,Symbal.ai,1,PlanetSpark,3,3
Amdocs,,TCS (Digital),29,TechVerito,0,7
Amdocs,,TCS (Ninja),7,rtCamp,0,6
Amdocs,,TIBCO,2,Jombay,1,1
Amdocs,,Tracelink,5,PTC Software,3,3
Amdocs,,UBS,6,Screen Magic,4,4
Amdocs,,UdChalo,4,3EA,1,1
Amura,,Valuence Japan,2,EnthrallTech,3,3
Amura,,Veritas,2,Mindstix Software Labs,2,3
Apisero,,Vertical Fox,2,Mindstix Software Labs,1,3
Apisero,,Vodafone,,10,,Extramarks Education,0,,2
Apisero,,Wednesday Solutions,,3,,Growisto,0,,3
Apisero,,Winjit Technologies,,1,,Fabric Inc,0,,1
Apisero,,Yardi,,25,,CLSA,1,,1
Apisero,,ZocDoc,,1,,TIBCO,2,,2
Apisero,,ZS Associates,,29,,Symbl.ai,1,,1
Apisero,,,,0,,Cloudwerx,2,,2
Apisero,,,,,,RIA Advisory,6,,6
Apisero,,,,,,Ryussi Technologies,1,,1
Apisero,,,,,,Swasthya AI,0,,8
Apisero,,,,,,oneXtel,2,,2
Arista,,,,,,Hexaview Technologies,0,,5
Arista,,,,,,Druva,0,,13
Atos,,,,,,64squares,1,,1
Atos,,,,,,Anchanto,0,,2
Atos,,,,,,Moxie,0,,20
Atos,,,,,,Unschool,0,,4
Atos,,,,,,PharmEasy,0,,19
Atos,,,,,,SAS,1,,2
Avaya,,,,,,Jio,1,,1
Avaya,,,,,,PublicisSapient,3,,3
Avaya,,,,,,,,,
Avaya,,,,,,,,,
Avaya,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
Barclays,,,,,,,,,
BizAmica,,,,,,,,,
BizAmica,,,,,,,,,
Buddi.AI,,,,,,,,,
Buddi.AI,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
CakeSoft,,,,,,,,,
Capgemini,,,,,,,,,
Capgemini,,,,,,,,,
Capgemini,,,,,,,,,
Capgemini,,,,,,,,,
Capgemini,,,,,,,,,
Capgemini,,,,,,,,,
Cloudwerx,,,,,,,,,
Cloudwerx,,,,,,,,,
CLSA,,,,,,,,,
CodeVita Live,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant,,,,,,,,,
Cognizant
Cognizant
Cognizant
Cognizant
Cognizant
Cognizant
Cognizant
Cognizant
Cognizant
Cognizant
CrowdStrike
Deqode
Deqode
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
Deutsche Bank
ElasticRun
ElasticRun
ElasticRun
Endurance
EnthrallTech
EnthrallTech
EnthrallTech
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
eQ technologic
Espressif
Espressif
Espressif
Eumentis
Eumentis
e-Zest solutions
FinIQ
FinIQ
FinIQ
FinIQ
FinIQ
FinIQ
FinIQ
FinIQ
FlexTrade
FlexTrade
Flo Group
Flo Group
Flo Group
Flo Group
Goldman Sachs
Goldman Sachs
Goldman Sachs
Helpshift
Helpshift
Helpshift
Helpshift
Helpshift
Hexaware
Hexaware
Hexaware
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
HSBC
Icertis
Icertis
Icertis
Icertis
Icertis
Icertis
IdeaS - A SAS
Company
IdeaS - A SAS
Company
IDFC First Bank
Infogen Labs
Infogen Labs
Infogen Labs
Infogen Labs
Infogen Labs
Infosys
Infosys
Infosys
ION
ION
ION
ION
ION
iQ Digital
JISA Softech
Jombay
K12 Techno
Services
K12 Techno
Services
K12 Techno
Services
K12 Techno
Services
K12 Techno
Services
K12 Techno
Services
Kylas
Kylas
Kylas
Kylas
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
L & T Infotech
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
MasterCard
Medly Pharmacy
Medly Pharmacy
Medly Pharmacy
Mindstix Software
Labs
Mindstix Software
Labs
Mindstix Software
Labs
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
MiniOrange
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NICE Systems
NTT Data
NTT Data
OneXtel
OneXtel
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
Persistent
PhonePe
PlanetSpark
PlanetSpark
PlanetSpark
Platform9
Platform9
Platform9
Platform9
Platform9
Product Dossier
Product Dossier
Product Dossier
Product Dossier
Product Dossier
Product Dossier
PTC Software
PTC Software
PTC Software
Publicis Sapient
Publicis Sapient
Publicis Sapient
Pubmatic
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Quantiphi
Rackware
Rackware
Rackware
Rackware
Rackware
Rackware
RBL Bank
RBL Bank
RBL Bank
RBL Bank
RedPanda
RedPanda
RedPanda
Reliance (jio)
RIA Advisory
RIA Advisory
RIA Advisory
RIA Advisory
RIA Advisory
RIA Advisory
Ryussi technologies
Sagitec
Sagitec
SalesForce
SalesForce
Schlumberger
Schlumberger
Screen Magic
Screen Magic
Screen Magic
Screen Magic
SE2
SE2
SE2
SE2
Sedemac
Mechatronics
Sell.Do
Sell.Do
Sell.Do
Siemens
Siemens
Siemens
Siemens
Siemens
Siemens
Siemens
Sophos
Sophos
Sophos
Sophos
Sophos
Sophos
Sophos
Sophos
Symbal.ai
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Digital)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TCS (Ninja)
TIBCO
TIBCO
Tracelink
Tracelink
Tracelink
Tracelink
Tracelink
UBS
UBS
UBS
UBS
UBS
UBS
UdChalo
UdChalo
UdChalo
UdChalo
Valuence Japan
Valuence Japan
Veritas
Veritas
Vertical Fox
Vertical Fox
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Vodafone
Wednesday
Solutions
Wednesday
Solutions
Wednesday
Solutions
Winjit
Technologies
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
Yardi
ZocDoc
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
ZS Associates
